geneid,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R
gene_10066,-0.193014396,0,-0.296384766,0,-0.098521402,0,-0.576120852,0,-0.73062931,0,-0.153862747,0,0.231310462,0,0.425400541,0,0.153417461,0
gene_10010,-0.375951379,0,-0.256670151,0,0.124525765,0,-0.550318224,0,-0.644830329,0,-0.097200659,0,0.0438855,0,0.041613442,0,-0.042118757,0
gene_7642,0.55042525,0,0.27660832,0,-0.336693641,0,0.555203004,0,0.363519075,0,-0.19341275,0,0.564884566,-2.307268038,-0.342069893,0,-0.94765818,0
gene_10733,0.16421345,0,0.340205754,0,0.174548435,0,0.560843023,0,0.509636761,0,-0.05148806,0,0.054278534,0,0.793440153,0,0.698858567,0
gene_10734,-0.098201766,0,-0.205982512,0,-0.102720593,0,-0.277964441,0,-0.236220044,0,0.038538325,0,0.043228093,0,0.740506655,0,0.657419551,0
gene_10740,0.235423928,0,-0.267589569,0,-0.473742015,0,-0.75714925,0,-1.540741212,0,-0.790520882,0,0.712346527,0,0.566345014,0,-0.192934587,0
gene_8614,-0.298198342,0,-0.219116416,0,0.0829101,0,-0.045366921,0,-0.038305644,0,0.001904833,0,-0.248161945,0,0.263290215,0,0.471643108,0
gene_8615,-0.008626467,0,0.250238798,0,0.256127861,0,0.246181081,0,0.035360116,0,-0.209879363,0,0.248703795,0,0.791321943,0,0.502663443,0
gene_8619,-0.279224144,0,-0.284193835,0,0.037698803,0,0.666159731,0,0.141313161,0,-0.519384616,0,-0.012055012,0,0.406003157,0,0.385108222,0
gene_9365,-0.471174278,0,-1.016662594,0,-0.507015724,0,-0.838017679,0,-0.981117692,0,-0.143673271,0,0.034338511,0,-0.368423385,0,-0.442878272,0
gene_9416,0.09487135,0,-0.091362728,0,-0.179091887,0,-0.154331899,0,-0.145508589,0,0.008511076,0,0.027154188,0,-0.015859582,0,-0.082719951,0
gene_1669,0.028690971,0,-0.475196925,0,-0.468326216,0,1.1747015,0,1.198519867,0,0.024795928,0,-0.10239743,0,-0.168238217,0,-0.105323803,0
gene_11451,-0.292238743,0,-0.193678938,0,0.104336664,0,0.29064119,0,0.05429771,0,-0.235134291,0,-0.638045713,0,-0.662076755,0,-0.060898076,0
gene_13113,-0.112262843,0,-0.802225576,0,-0.343182994,0,0.418387197,0,0.088488411,0,-0.328211448,0,0.238747342,0,0.668329909,0,0.380812743,0
gene_564,0.08709021,0,0.338611603,0,0.241481594,0,0.366786287,0,0.521846392,0,0.15385408,0,-0.442988157,0,-0.201379112,0,0.20183332,0
gene_3601,0.174203374,0,-0.405686654,0,-0.516054748,0,-0.172244333,0,0.220883531,0,0.358865856,0,-0.001135502,0,-0.783674244,0,-0.814707742,0
gene_3635,-0.235125423,0,-0.256302036,0,-0.0082766,0,0.401377848,0,0.370001667,0,-0.031818395,0,0.064407793,0,-0.132266747,0,-0.235101852,0
gene_2089,0.032278502,0,1.043822147,0,0.434080768,0,-3.5823522,0,-4.727381057,0,-1.13507491,0,-0.887166387,0,-0.919646421,0,0.010529053,0
gene_5163,0.405581443,0,-0.339334087,0,-0.485613114,0,-1.160724971,0,-0.433131611,0,0.704375863,0,0.339776801,0,0.797432418,0,0.413350755,0
gene_14401,-0.025755274,0,0.169924346,0,0.199551201,0,0.11958209,0,0.22902385,0,0.110766691,0,0.115832788,0,-0.357101626,0,-0.511442605,0
gene_14668,0.173602395,0,0.28506795,0,0.104563233,0,-0.729947588,0,-0.852310169,0,-0.131282491,0,0.11377258,0,0.49159077,0,0.33760461,0
gene_11975,-0.122203406,1.291961213,0.042153983,1.41284648,0.162355433,0,1.010651149,0,1.190393573,0,0.186211511,0,-0.096881093,0,0.807178911,0,0.863520927,0
gene_12096,0.143738005,0,0.369624149,0,0.201069319,0,0.64838068,0,0.475700532,0,-0.196932737,0,-0.022269398,0,-0.946066901,0,-0.955663864,0
gene_9208,-0.211898691,0,-0.093397069,0,0.121545009,0,0.344482956,0,0.570217388,0,0.261268861,0,0.086869308,0,0.163031438,0,0.035046881,0
gene_4645,-0.568351119,0,-0.036283917,0,0.511491458,0,0.412852297,0,0.603367141,0,0.189551546,0,0.599756865,0,0.744779809,0,0.107276915,0
gene_12466,0.09268483,0,0.132790432,0,0.043528852,0,0.710077407,0,0.662955666,0,-0.047647396,0,0.307224933,0,-0.017337925,0,-0.363679182,0
gene_8275,-0.071364272,0,0.117125778,0,0.190345195,0,0.049194921,0,0.001042157,0,-0.052705246,0,0.226515155,0,0.258504979,0,-0.00830935,0
gene_5075,-0.158963577,0,-0.438471692,0,-0.262542774,0,-0.032312688,0,0.020788899,0,0.054494362,0,-0.437809446,0,-0.307141151,0,0.094134967,0
gene_5073,0.307275374,0,-0.210443606,0,-0.371331258,0,0.673108715,0,-1.018533478,0,-1.61371554,0,-0.035208277,0,0.184119972,0,0.181460552,0
gene_1003,-0.012922262,0,0.150299599,0,0.161767587,0,-0.29552536,0,-0.443325992,0,-0.151380275,0,0.19771656,0,-0.677972627,0,-0.913165188,0
gene_16729,-0.24083678,0,-0.093731755,0,0.149982539,0,-0.50987568,0,-0.464362228,0,0.040534884,0,-0.396675243,0,0.157604245,0,0.515105874,0
gene_16410,0.084698625,0,-0.424551232,0,-0.472743011,0,-0.211855762,0,-0.116463473,0,0.090116393,0,-0.759354114,0,-0.170344895,0,0.557263913,0
gene_57,-0.019619521,0,0.284816801,0,0.199078948,0,0.464062746,0,-0.228716822,0,-0.664624809,0,-0.660201409,0,0.05116893,0,0.683288358,0
gene_11580,-0.905902964,0,0.137688823,0,0.908690206,0,1.890053626,0,2.130466992,0,0.260973838,0,-0.044356586,0,0.356923682,0,0.361582382,0
gene_11573,0.269344451,0,0.312173346,0,-0.09870563,0,-0.491126405,0,-1.109165744,0,-0.58859638,0,0.193191147,0,0.360540289,0,0.115538731,0
gene_2162,-0.215954352,0,-0.029699388,0,0.189635949,0,0.142505544,0,0.034019556,0,-0.109662993,0,-0.041371063,0,0.149284623,0,0.152500904,0
gene_2148,0.537685025,0,0.882894685,0,0.330642158,0,1.17259101,0,0.858047347,0,-0.317159696,0,0.418531565,0,0.318687934,0,-0.13775913,0
gene_14924,-0.019514223,0,-0.267640873,0,-0.106491413,0,1.190450226,0,2.092649154,0,0.743214677,0,-0.54060639,0,-0.193456864,0,0.37080085,0
gene_9728,0.473684702,0,0.371311536,0,-0.233761488,0,-0.236444358,0,0.06089697,0,0.288511461,0,0.242526994,0,0.918560547,0,0.624221099,0
gene_7756,0.293110783,0,0.156042613,0,-0.259263534,0,-0.165032517,0,1.091510452,0,1.176693299,0,-0.00959248,0,-0.420209101,0,-0.447018778,0
gene_7188,0,0,0,0,0,0,0,0,0,0,0,0,0,1.128666032,0,0,0,0
gene_21107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_15005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_4171,-0.194699987,0,0.201210677,0,0.482194292,0,-1.618739302,0,-0.388862503,0,0.914401294,0,0,0,0,0,0,0
gene_6174,0,0,0,0,0,0,1.480185866,0,0,0,-0.917463957,0,0,0,0,0,0,0
gene_15920,0,0,0,0,0,0,-1.851990166,0,-0.220710611,0,0.847289676,0,0,0,0,0,0,0
gene_6841,0.156204399,0,1.86495547,0,0.090148202,0,1.480185866,0,0,0,-0.917463957,0,0,0,0,0,0,0
gene_19994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_7085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_559,-0.160191559,0,0.291623869,0,0.148433243,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_5366,0.178341465,0,0,0,-0.148420365,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_9073,0.207591251,0,0,0,-0.172623413,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6505,0,0,0,0,0.009301727,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_8464,-0.006153501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_3390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_5160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_5166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_7170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_7319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_10100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_11390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_14292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_15373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_16781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_16782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_2489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_2490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_5132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_5411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_5167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_5714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_10003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_12072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_13030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_16893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_2828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_3620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_5130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_5220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_8957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_8993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_11022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_12882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_14271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_16898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_16918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_21016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_21019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_3128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_7827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_13942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_21029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_21035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_3280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_5772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_7105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_5574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_10743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_12630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_16216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_4465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_4576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_5205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_9459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_10142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_11956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_16409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_16915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_2662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_4298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_7617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_8154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_8942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_8982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_14501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_4938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_5331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_9026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_10361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_10621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_10856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_17857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_19932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_20860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_2746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_2784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_3537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_4348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_6915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
